"routeuid","routeid","routename_zh_tw","routename_en","operatorid","operatorname","subrouteuid","subrouteid","subroutename_zh_tw","subroutename_en","direction","city","citycode","stopuid","stopid","stopname_zh_tw","stopname_en","stopsequence","positionlon","positionlat","geohash","stationuid","stationid","bearing","ivrno","loccitycode","loccityname_zh_tw","loccityname_en","loctowncode","loctownname_zh_tw","loctownname_en","updatetime","etl_dtm"
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021832842,"10021832842",左營大路,Zuoying Avenue,24,120.2912368774,22.6862125397,wsj913cku,KHH701,"701",NE,"4727",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021832922,"10021832922",左營市場,Zuoying Market,25,120.2934951782,22.6874542236,wsj91655c,KHH3045,"3045",NE,"4728",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021859012,"10021859012",豐穀宮(進學路口),Fonggu Temple(Jinsyue Rd.Intersection),26,120.2965927124,22.6905136108,wsj916tmc,KHH703,"703",NE,"9001",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021835032,"10021835032",菜公路口(左營大路),Caigong Rd. Intersection(Zuoying Avenue),27,120.2981414795,22.6919231415,wsj916yqj,KHH705,"705",NE,"4786",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849312,"10021849312",左營高中,Tsoying Senior High School,28,120.2970733643,22.6936759949,wsj917m8j,KHH1466,"1466",W,"7368",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849362,"10021849362",海功路(進學路口),Haigong Rd.(Jinsyue Rd. Intersection),29,120.294921875,22.6937484741,wsj917k0d,KHH707,"707",W,"7312",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849372,"10021849372",左營禮拜堂(海功路),Zuoying Chapel(Haigong Rd.),30,120.2934799194,22.6937618256,wsj917709,KHH3329,"3329",W,"7370",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849752,"10021849752",海功路口,Haigong Rd. Intersection,31,120.2924499512,22.6947154999,wsj9176q3,KHH3794,"3794",N,"7404",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232372,"10219232372",桃子園,Peach Orchard,23,120.2858734131,22.6715316772,wsj8cpjx0,KHH3872,"3872",NE,"4722",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232382,"10219232382",海青工商,Haicing Vocational High School,24,120.2867050171,22.6744289398,wsj8cpy05,KHH1472,"1472",N,"4723",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219254152,"10219254152",左營南站,Zuoying South Station,25,120.2875366211,22.6798019409,wsj910wxq,KHH1470,"1470",N,"8000",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232622,"10219232622",左營農會,Zuoying Farmers' Association,26,120.2882843018,22.6820983887,wsj911pkb,KHH697,"697",N,"4725",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232632,"10219232632",店仔頂路口,Dianzihding Rd. Intersection,27,120.2894439697,22.684343338,wsj91381g,KHH699,"699",N,"4726",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232882,"10219232882",左營大路,Zuoying Avenue,28,120.2912368774,22.6862125397,wsj913cku,KHH701,"701",NE,"4727",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219232892,"10219232892",左營市場,Zuoying Market,29,120.2934951782,22.6874542236,wsj91655c,KHH3045,"3045",NE,"4728",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219258922,"10219258922",豐穀宮(進學路口),Fonggu Temple(Jinsyue Rd.Intersection),30,120.2965927124,22.6905136108,wsj916tmc,KHH703,"703",NE,"9001",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219235072,"10219235072",菜公路口(左營大路),Caigong Rd. Intersection(Zuoying Avenue),31,120.2981414795,22.6919231415,wsj916yqj,KHH705,"705",NE,"4786",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233052,"10219233052",半屏山(左營大路),Banpingshan(Zuoying Avenue),32,120.2994918823,22.6938514709,wsj917r3m,KHH3048,"3048",NE,"1021",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233062,"10219233062",復興新村,Fusing New Village,33,120.301071167,22.6962051392,wsj91e8wf,KHH3050,"3050",NE,"4731",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233142,"10219233142",祥和山莊,Sianghe Villa,34,120.3018798828,22.6974258423,wsj91ecnh,KHH3052,"3052",NE,"4732",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233152,"10219233152",捷運世運站(左楠路),MRT World Game Station(Zuonan Rd.),35,120.3027420044,22.7005691528,wsj91s9b3,KHH3715,"3715",N,"4733",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233232,"10219233232",煉油廠(捷運世運站),Refinery(MRT World Game Station),36,120.302696228,22.7027549744,wsj91sctp,KHH3054,"3054",N,"4734",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233242,"10219233242",捷運油廠國小站,MRT Oil Refinery Elementary School Station,37,120.3029403687,22.7078018188,wsj91tcft,KHH3690,"3690",E,"4735",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2192,"2192","219B","219B","10360",港都客運,KHH2192,"2192","219B","219B",1,Kaohsiung,KHH,KHH10219233272,"10219233272",國光中學,Guoguang Laboratory School,38,120.3062362671,22.7081604004,wsj91tukd,KHH3688,"3688",NE,"4736",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106132,"100224106132",文武里,Wunwu Village,57,120.3539352417,22.7037467957,wsj94tp4c,KHH4436,"4436",N,"447",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106142,"100224106142",安樂一街口,Anle 1st St. Intersection,58,120.3532028198,22.7092685699,wsj94wne0,KHH1244,"1244",N,"1303",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106152,"100224106152",後庄(中正路),Houjhuang(Jhongjheng Rd.),59,120.3521194458,22.7149200439,wsj94xjez,KHH1246,"1246",N,"471",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022460752,"10022460752",中仁路口,Jhongren Rd. Intersection,60,120.3514175415,22.7174987793,wsj94xt5p,KHH2596,"2596",N,"7913",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022453972,"10022453972",林子邊,Linzihbian,61,120.3505172729,22.7225208282,wsj968s86,KHH1248,"1248",N,"968",KHH,高雄市,Kaohsiung,"64000160",大社區,Dashe Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022430932,"10022430932",三民路,Sanmin Rd.,62,120.3492660522,22.7241477966,wsj968g9v,KHH3381,"3381",NW,"74",KHH,高雄市,Kaohsiung,"64000160",大社區,Dashe Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022453982,"10022453982",三奶里,Sannai Village,63,120.3485183716,22.7269248962,wsj96971g,KHH1250,"1250",N,"842",KHH,高雄市,Kaohsiung,"64000160",大社區,Dashe Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022461872,"10022461872",大社農會,Dashe Area Farmers Association,64,120.3468475342,22.7295761108,wsj969cck,KHH1253,"1253",NW,"173",KHH,高雄市,Kaohsiung,"64000160",大社區,Dashe Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224118362,"100224118362",三中路口(三民路),Sanjhong Rd. Intersection(Sanmin Rd.),65,120.3433227539,22.7307605743,wsj966p26,KHH1254,"1254",W,"1139",KHH,高雄市,Kaohsiung,"64000160",大社區,Dashe Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106212,"100224106212",外埔(楠梓),Waipu(Nanzih),66,120.3371505737,22.7313804626,wsj9664gf,KHH68,"68",W,"318",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106222,"100224106222",高雄少年法院,Kaohsiung Juvenile and Family Court,67,120.3354873657,22.7311267853,wsj9661dk,KHH1256,"1256",W,"7111",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH10022462202,"10022462202",楠梓路口,Nanzih Rd. Intersection,68,120.330291748,22.7284221649,wsj961tfe,KHH1258,"1258",SW,"32360",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH224,"224","224","224","10320",高雄客運,KHH224,"224","224","224",1,Kaohsiung,KHH,KHH100224106242,"100224106242",楠梓站,Nanzih Station,69,120.324836731,22.7266197205,wsj9613b5,KHH859,"859",SW,"39",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH23,"23","23(部分延駛文山高中)","23","10320",高雄客運,KHH23,"23","23(部分延駛文山高中)","23",0,Kaohsiung,KHH,KHH10002383201,"10002383201",高雄客運鳳山站(澄瀾砲台),KBus Fongshan Station(Chenglan Fort),1,120.3572006226,22.624250412,wsj8dy97v,KHH120,"120",N,"727",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH23,"23","23(部分延駛文山高中)","23","10320",高雄客運,KHH23,"23","23(部分延駛文山高中)","23",0,Kaohsiung,KHH,KHH10002398001,"10002398001",曹公路,Caogong Rd.,2,120.3572235107,22.6283779144,wsj8dz37y,KHH641,"641",N,"506",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH23,"23","23(部分延駛文山高中)","23","10320",高雄客運,KHH23,"23","23(部分延駛文山高中)","23",0,Kaohsiung,KHH,KHH10002398321,"10002398321",臺鐵鳳山站,TRA Fongshan Station,3,120.3574295044,22.6314811707,wsj8dzctg,KHH1003,"1003",S,"9709",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH23,"23","23(部分延駛文山高中)","23","10320",高雄客運,KHH23,"23","23(部分延駛文山高中)","23",0,Kaohsiung,KHH,KHH100023137971,"100023137971",曹公路,Caogong Rd.,4,120.3570861816,22.6283569336,wsj8dz37e,KHH642,"642",S,"506",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH100024105392,"100024105392",慈育街口,Cihyu St. Intersection,29,120.3603820801,22.6696662903,wsj8fygu2,KHH4420,"4420",SE,"2197",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH100024105382,"100024105382",大仁北路,Daren N. Rd.,30,120.3614349365,22.6669826508,wsj8fyks8,KHH4951,"4951",S,"2196",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH10002484072,"10002484072",鳥松,Niaosong,31,120.3635787964,22.6616592407,wsj8fvqjd,KHH4998,"4998",S,"1463",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH100024123132,"100024123132",鳥松區公所(神農路),Niaosong District Office(Shennong Rd.),32,120.3648681641,22.6591110229,wsj8fuznb,KHH2900,"2900",E,"9367",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH10002462152,"10002462152",鳥松國中,Niao Song Junior High School,33,120.3711166382,22.665763855,wsj8gn5td,KHH4034,"4034",NE,"9223",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH10002461962,"10002461962",天皇別墅,Royal Villa,34,120.3756637573,22.6637878418,wsj8gjyfh,KHH4912,"4912",NE,"8924",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH100024123102,"100024123102",活動中心(鳥松區),Community Center(Niaosong District),35,120.3806915283,22.6605472565,wsj8gm4x3,KHH4802,"4802",E,"1142",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH24,"24","24(假日停駛)","24","10320",高雄客運,KHH24,"24","24(假日停駛)","24",1,Kaohsiung,KHH,KHH100024123092,"100024123092",圓照寺,Yuanjhao Temple,36,120.3824310303,22.6628913879,wsj8gmeuc,KHH4800,"4800",N,"8965",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH100243148691,"100243148691",鳥松國中,Niao Song Junior High School,1,120.3711395264,22.665763855,wsj8gn5td,KHH4033,"4033",SW,"9223",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH100243123071,"100243123071",鳥松區公所(中正路),Niaosong District Office(Jhongjheng Rd.),2,120.3641967773,22.6602134705,wsj8fvnt3,KHH1224,"1224",N,"4332",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH10024383751,"10024383751",鳥松,Niaosong,3,120.363609314,22.6628608704,wsj8fvwhe,KHH4999,"4999",N,"1463",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH10024361851,"10024361851",大仁北路,Daren N. Rd.,4,120.3617477417,22.6666545868,wsj8fykfb,KHH4950,"4950",N,"2196",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH10024360531,"10024360531",慈育街口,Cihyu St. Intersection,5,120.3603057861,22.669965744,wsj8fygwn,KHH4419,"4419",NW,"2197",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH100243105401,"100243105401",仁慈公園,Rencih Park,6,120.3585662842,22.6728572845,wsj8fz6qv,KHH4712,"4712",NW,"2198",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH10024384491,"10024384491",仁忠路口,Renjhong Rd. Intersection,7,120.3570022583,22.6757984161,wsj94b121,KHH5013,"5013",NW,"2199",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH100243105421,"100243105421",登發國小,DengFa Elementary School,8,120.354675293,22.6796398163,wsj948xw7,KHH5016,"5016",NW,"2200",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH243,"243","24A(平日停駛)","24A","10320",高雄客運,KHH243,"243","24A(平日停駛)","24A",0,Kaohsiung,KHH,KHH100243146981,"100243146981",仁和公園,Renhe Park,9,120.3524093628,22.6812534332,wsj948vzy,KHH4909,"4909",W,"9006",KHH,高雄市,Kaohsiung,"64000170",仁武區,Renwu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH248,"248","248","248","10310",南台灣客運,KHH248,"248","248","248",1,Kaohsiung,KHH,KHH1002487082,"1002487082",捷運文化中心站,MRT Cultural Center Station,24,120.3181304932,22.6295642853,wsj89zsfz,KHH3257,"3257",S,"1416",KHH,高雄市,Kaohsiung,"64000080",苓雅區,Lingya Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH248,"248","248","248","10310",南台灣客運,KHH248,"248","248","248",1,Kaohsiung,KHH,KHH100248100932,"100248100932",五福中正路口,Wufu Jhongjheng Rd. Intersection,25,120.3203964233,22.6294612885,wsj89zwdh,KHH1037,"1037",E,"8",KHH,高雄市,Kaohsiung,"64000080",苓雅區,Lingya Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH248,"248","248","248","10310",南台灣客運,KHH248,"248","248","248",1,Kaohsiung,KHH,KHH100248137792,"100248137792",輕軌凱旋公園站(中正一路),LRT Kaisyuan Park Station(Jhongjheng 1st Rd.),26,120.3238067627,22.6296749115,wsj8dp957,KHH1032,"1032",E,"7",KHH,高雄市,Kaohsiung,"64000080",苓雅區,Lingya Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH248,"248","248","248","10310",南台灣客運,KHH248,"248","248","248",1,Kaohsiung,KHH,KHH10024845362,"10024845362",捷運五塊厝站(中正一路),MRT Wukuaicuo Station(Jhongjheng 1st Rd.),27,120.3281326294,22.6293067932,wsj8dps32,KHH2315,"2315",E,"62",KHH,高雄市,Kaohsiung,"64000080",苓雅區,Lingya Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
